tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
7325B77:LP-DIR-T16	7325B77:LP-DIR-T	7325B77	    1.0	307.6	-27.6 	0	0	0.00	0.00	16	  798.0	This study	runcorn 2014-08-04 22:32:58	LT-T-Z:LP-DIR-T	g	249	u	8	273	Wiess		pmagpy-4.1.5	1.72e-10	2.13e-12	2.66e-12	3.40e-13
7325B77:LP-DIR-T17	7325B77:LP-DIR-T	7325B77	    0.9	353.5	-34.7 	0	0	0.00	0.00	17	  823.0	This study	runcorn 2014-08-05 00:22:44	LT-T-Z:LP-DIR-T	g	250	u	8	273	Wiess		pmagpy-4.1.5	1.76e-10	1.08e-12	2.64e-12	7.10e-13
7325B77:LP-DIR-T18	7325B77:LP-DIR-T	7325B77	    0.5	023.4	-58.7 	0	0	0.00	0.00	18	  848.0	This study	runcorn 2014-08-05 02:42:16	LT-T-Z:LP-DIR-T	g	251	u	8	273	Wiess		pmagpy-4.1.5	2.22e-10	1.45e-12	2.05e-12	1.26e-12
7325B77:LP-DIR-T19	7325B77:LP-DIR-T	7325B77	    1.3	003.5	-37.3 	0	0	0.00	0.00	19	  873.0	This study	runcorn 2014-08-05 04:46:28	LT-T-Z:LP-DIR-T	g	252	u	8	273	Wiess		pmagpy-4.1.5	1.41e-10	2.71e-12	3.04e-12	7.50e-13
7325B77:LP-DIR-T20	7325B77:LP-DIR-T	7325B77	    2.9	073.7	-52.8 	0	0	0.00	0.00	20	  898.0	This study	runcorn 2014-08-05 06:51:14	LT-T-Z:LP-DIR-T	g	253	u	8	273	Wiess		pmagpy-4.1.5	1.93e-10	8.45e-12	5.79e-12	1.00e-12
7325B77:LP-DIR-T21	7325B77:LP-DIR-T	7325B77	    0.8	100.2	-46.9 	0	0	0.00	0.00	21	  923.0	This study	runcorn 2014-08-05 09:18:34	LT-T-Z:LP-DIR-T	g	254	u	8	273	Wiess		pmagpy-4.1.5	1.95e-10	2.16e-12	2.63e-12	3.90e-13
7325B77:LP-DIR-T22	7325B77:LP-DIR-T	7325B77	    0.5	326.5	-74.0 	0	0	0.00	0.00	22	  948.0	This study	runcorn 2014-08-05 11:53:26	LT-T-Z:LP-DIR-T	g	255	u	8	273	Wiess		pmagpy-4.1.5	2.92e-10	2.01e-12	1.64e-12	6.50e-13
7325B77:LP-DIR-T23	7325B77:LP-DIR-T	7325B77	    0.8	152.0	-54.1 	0	0	0.00	0.00	23	  973.0	This study	runcorn 2014-08-05 15:05:59	LT-T-Z:LP-DIR-T	g	256	u	8	273	Wiess		pmagpy-4.1.5	1.51e-10	1.89e-12	1.28e-12	4.40e-13
7325B77:LP-DIR-T24	7325B77:LP-DIR-T	7325B77	    0.9	335.3	-53.2 	0	0	0.00	0.00	24	 1023.0	This study	runcorn 2014-08-05 18:06:14	LT-T-Z:LP-DIR-T	g	257	u	8	273	Wiess		pmagpy-4.1.5	1.54e-10	2.23e-12	1.50e-12	4.60e-13
7325B77:LP-DIR-T25	7325B77:LP-DIR-T	7325B77	    0.7	149.5	 07.8 	0	0	0.00	0.00	25	 1073.0	This study	runcorn 2014-08-05 20:43:24	LT-T-Z:LP-DIR-T	g	258	u	8	273	Wiess		pmagpy-4.1.5	3.70e-10	3.30e-12	4.34e-12	4.60e-13
7325B78:LP-DIR-T0	7325B78:LP-DIR-T	7325B78	    0.5	277.4	-70.3 	0	0	0.00	0.00	0	273	This study	runcorn 2014-07-26 16:25:20	LT-NO:LP-DIR-T	g	259	u	8	273	Wiess		pmagpy-4.1.5	3.38e-10	2.52e-12	1.08e-12	5.20e-13
7325B78:LP-DIR-T1	7325B78:LP-DIR-T	7325B78	    0.5	282.4	-69.2 	0	0	0.00	0.00	1	  373.0	This study	runcorn 2014-07-26 20:39:57	LT-T-Z:LP-DIR-T	g	260	u	8	273	Wiess		pmagpy-4.1.5	3.15e-10	2.78e-12	6.40e-13	5.80e-13
7325B78:LP-DIR-T2	7325B78:LP-DIR-T	7325B78	    0.7	304.2	-50.6 	0	0	0.00	0.00	2	  423.0	This study	runcorn 2014-07-26 22:59:41	LT-T-Z:LP-DIR-T	g	261	u	8	273	Wiess		pmagpy-4.1.5	1.92e-10	8.50e-13	2.56e-12	2.00e-13
7325B78:LP-DIR-T3	7325B78:LP-DIR-T	7325B78	    0.7	316.6	-41.4 	0	0	0.00	0.00	3	  473.0	This study	runcorn 2014-07-27 01:22:51	LT-T-Z:LP-DIR-T	g	262	u	8	273	Wiess		pmagpy-4.1.5	2.35e-10	1.99e-12	3.34e-12	3.40e-13
7325B78:LP-DIR-T4	7325B78:LP-DIR-T	7325B78	    0.7	312.6	-43.8 	0	0	0.00	0.00	4	  523.0	This study	runcorn 2014-07-27 13:28:20	LT-T-Z:LP-DIR-T	g	263	u	8	273	Wiess		pmagpy-4.1.5	1.86e-10	1.70e-12	1.78e-12	9.50e-13
7325B78:LP-DIR-T5	7325B78:LP-DIR-T	7325B78	    0.8	301.9	-39.5 	0	0	0.00	0.00	5	  573.0	This study	runcorn 2014-07-27 16:17:32	LT-T-Z:LP-DIR-T	g	264	u	8	273	Wiess		pmagpy-4.1.5	1.53e-10	2.15e-12	1.76e-12	5.70e-13
7325B78:LP-DIR-T6	7325B78:LP-DIR-T	7325B78	    0.5	251.1	-67.8 	0	0	0.00	0.00	6	  613.0	This study	runcorn 2014-07-27 18:49:26	LT-T-Z:LP-DIR-T	g	265	u	8	273	Wiess		pmagpy-4.1.5	1.28e-10	5.90e-13	9.20e-13	4.40e-13
7325B78:LP-DIR-T7	7325B78:LP-DIR-T	7325B78	    1.0	270.0	-59.1 	0	0	0.00	0.00	7	  628.0	This study	runcorn 2014-07-27 20:36:28	LT-T-Z:LP-DIR-T	g	266	u	8	273	Wiess		pmagpy-4.1.5	1.24e-10	1.44e-12	1.76e-12	6.00e-13
7325B78:LP-DIR-T8	7325B78:LP-DIR-T	7325B78	    0.4	301.9	-60.6 	0	0	0.00	0.00	8	  643.0	This study	runcorn 2014-07-27 22:41:59	LT-T-Z:LP-DIR-T	g	267	u	8	273	Wiess		pmagpy-4.1.5	1.30e-10	3.70e-13	8.00e-13	5.30e-13
7325B78:LP-DIR-T9	7325B78:LP-DIR-T	7325B78	    0.8	285.8	-65.0 	0	0	0.00	0.00	9	  658.0	This study	runcorn 2014-07-28 10:26:57	LT-T-Z:LP-DIR-T	g	268	u	8	273	Wiess		pmagpy-4.1.5	1.66e-10	1.95e-12	1.23e-12	8.60e-13
7325B78:LP-DIR-T10	7325B78:LP-DIR-T	7325B78	    0.3	267.3	-79.3 	0	0	0.00	0.00	10	  673.0	This study	runcorn 2014-07-28 12:57:39	LT-T-Z:LP-DIR-T	g	269	u	8	273	Wiess		pmagpy-4.1.5	1.60e-10	5.20e-13	8.20e-13	4.50e-13
7325B78:LP-DIR-T11	7325B78:LP-DIR-T	7325B78	    0.5	275.0	-72.0 	0	0	0.00	0.00	11	  698.0	This study	runcorn 2014-07-28 17:00:19	LT-T-Z:LP-DIR-T	g	270	u	8	273	Wiess		pmagpy-4.1.5	1.41e-10	5.90e-13	8.70e-13	4.20e-13
7325B78:LP-DIR-T12	7325B78:LP-DIR-T	7325B78	    0.6	337.7	-74.5 	0	0	0.00	0.00	12	  723.0	This study	runcorn 2014-07-28 18:55:28	LT-T-Z:LP-DIR-T	g	271	u	8	273	Wiess		pmagpy-4.1.5	1.68e-10	3.30e-13	1.71e-12	3.80e-13
7325B78:LP-DIR-T13	7325B78:LP-DIR-T	7325B78	    0.6	356.0	-73.5 	0	0	0.00	0.00	13	  748.0	This study	runcorn 2014-07-29 11:00:10	LT-T-Z:LP-DIR-T	g	272	u	8	273	Wiess		pmagpy-4.1.5	1.79e-10	1.17e-12	1.65e-12	2.80e-13
7325B78:LP-DIR-T14	7325B78:LP-DIR-T	7325B78	    0.4	319.7	-74.9 	0	0	0.00	0.00	14	  773.0	This study	runcorn 2014-07-29 13:46:13	LT-T-Z:LP-DIR-T	g	273	u	8	273	Wiess		pmagpy-4.1.5	1.80e-10	9.80e-13	7.00e-13	8.30e-13
7325B78:LP-DIR-T15	7325B78:LP-DIR-T	7325B78	    0.6	346.8	-66.0 	0	0	0.00	0.00	15	  798.0	This study	runcorn 2014-07-29 17:49:46	LT-T-Z:LP-DIR-T	g	274	u	8	273	Wiess		pmagpy-4.1.5	1.63e-10	8.60e-13	1.45e-12	2.30e-13
7325B78:LP-DIR-T16	7325B78:LP-DIR-T	7325B78	    0.9	269.9	-64.4 	0	0	0.00	0.00	16	  823.0	This study	runcorn 2014-07-29 20:08:22	LT-T-Z:LP-DIR-T	g	275	u	8	273	Wiess		pmagpy-4.1.5	1.45e-10	1.64e-12	1.58e-12	2.00e-13
7325B78:LP-DIR-T17	7325B78:LP-DIR-T	7325B78	    1.0	244.4	-32.5 	0	0	0.00	0.00	17	  848.0	This study	runcorn 2014-07-29 21:47:43	LT-T-Z:LP-DIR-T	g	276	u	8	273	Wiess		pmagpy-4.1.5	1.18e-10	1.48e-12	1.79e-12	5.80e-13
7325B78:LP-DIR-T18	7325B78:LP-DIR-T	7325B78	    0.9	007.2	-67.3 	0	0	0.00	0.00	18	  873.0	This study	runcorn 2014-07-30 11:07:47	LT-T-Z:LP-DIR-T	g	277	u	8	273	Wiess		pmagpy-4.1.5	1.32e-10	1.36e-12	1.69e-12	3.50e-13
7325B78:LP-DIR-T19	7325B78:LP-DIR-T	7325B78	    0.7	308.7	-45.2 	0	0	0.00	0.00	19	  898.0	This study	runcorn 2014-07-30 12:58:41	LT-T-Z:LP-DIR-T	g	278	u	8	273	Wiess		pmagpy-4.1.5	1.50e-10	1.09e-12	1.78e-12	1.06e-12
7325B78:LP-DIR-T20	7325B78:LP-DIR-T	7325B78	    1.0	296.6	-22.7 	0	0	0.00	0.00	20	  923.0	This study	runcorn 2014-07-30 15:32:54	LT-T-Z:LP-DIR-T	g	279	u	8	273	Wiess		pmagpy-4.1.5	1.56e-10	2.69e-12	1.79e-12	5.60e-13
7325B78:LP-DIR-T21	7325B78:LP-DIR-T	7325B78	    1.2	054.1	-44.6 	0	0	0.00	0.00	21	  948.0	This study	runcorn 2014-07-30 18:50:20	LT-T-Z:LP-DIR-T	g	280	u	8	273	Wiess		pmagpy-4.1.5	2.00e-10	3.72e-12	2.88e-12	7.60e-13
7325B78:LP-DIR-T22	7325B78:LP-DIR-T	7325B78	    0.9	250.3	-61.1 	0	0	0.00	0.00	22	  973.0	This study	runcorn 2014-07-30 21:12:58	LT-T-Z:LP-DIR-T	g	281	u	8	273	Wiess		pmagpy-4.1.5	1.56e-10	2.07e-12	1.55e-12	5.50e-13
7325B78:LP-DIR-T23	7325B78:LP-DIR-T	7325B78	    0.4	035.9	 73.1 	0	0	0.00	0.00	23	 1023.0	This study	runcorn 2014-07-31 13:00:00	LT-T-Z:LP-DIR-T	g	282	u	8	273	Wiess		pmagpy-4.1.5	2.31e-10	6.90e-13	1.40e-12	1.34e-12
7325B78:LP-DIR-T24	7325B78:LP-DIR-T	7325B78	    0.8	284.4	-56.1 	0	0	0.00	0.00	24	 1073.0	This study	runcorn 2014-07-31 15:47:11	LT-T-Z:LP-DIR-T	g	283	u	8	273	Wiess		pmagpy-4.1.5	1.51e-10	1.55e-12	1.31e-12	5.00e-13
7325B79:LP-DIR-T0	7325B79:LP-DIR-T	7325B79	    0.6	165.2	-56.1 	0	0	0.00	0.00	0	273	This study	runcorn 2014-07-26 16:30:14	LT-NO:LP-DIR-T	g	284	u	8	273	Wiess		pmagpy-4.1.5	1.33e-10	4.60e-13	1.17e-12	8.80e-13
7325B79:LP-DIR-T1	7325B79:LP-DIR-T	7325B79	    0.7	160.2	-53.7 	0	0	0.00	0.00	1	  373.0	This study	runcorn 2014-07-26 20:43:00	LT-T-Z:LP-DIR-T	g	285	u	8	273	Wiess		pmagpy-4.1.5	1.28e-10	1.06e-12	1.03e-12	5.50e-13
7325B79:LP-DIR-T2	7325B79:LP-DIR-T	7325B79	    0.9	180.1	-46.7 	0	0	0.00	0.00	2	  423.0	This study	runcorn 2014-07-26 23:02:08	LT-T-Z:LP-DIR-T	g	286	u	8	273	Wiess		pmagpy-4.1.5	1.13e-10	9.70e-13	1.53e-12	4.00e-13
7325B79:LP-DIR-T3	7325B79:LP-DIR-T	7325B79	    1.3	167.5	-44.9 	0	0	0.00	0.00	3	  473.0	This study	runcorn 2014-07-27 01:25:41	LT-T-Z:LP-DIR-T	g	287	u	8	273	Wiess		pmagpy-4.1.5	1.19e-10	2.06e-12	2.02e-12	7.00e-13
7325B79:LP-DIR-T4	7325B79:LP-DIR-T	7325B79	    0.8	161.6	-38.0 	0	0	0.00	0.00	4	  523.0	This study	runcorn 2014-07-27 13:32:00	LT-T-Z:LP-DIR-T	g	288	u	8	273	Wiess		pmagpy-4.1.5	1.07e-10	2.30e-13	1.50e-12	5.30e-13
7325B79:LP-DIR-T5	7325B79:LP-DIR-T	7325B79	    0.9	175.6	-24.5 	0	0	0.00	0.00	5	  573.0	This study	runcorn 2014-07-27 16:20:26	LT-T-Z:LP-DIR-T	g	289	u	8	273	Wiess		pmagpy-4.1.5	9.21e-11	1.59e-12	1.22e-12	7.90e-13
7325B79:LP-DIR-T6	7325B79:LP-DIR-T	7325B79	    0.8	172.9	-65.1 	0	0	0.00	0.00	6	  613.0	This study	runcorn 2014-07-27 18:51:51	LT-T-Z:LP-DIR-T	g	290	u	8	273	Wiess		pmagpy-4.1.5	9.30e-11	1.05e-12	4.10e-13	9.30e-13
7325B79:LP-DIR-T7	7325B79:LP-DIR-T	7325B79	    0.7	100.8	-36.8 	0	0	0.00	0.00	7	  628.0	This study	runcorn 2014-07-27 20:39:14	LT-T-Z:LP-DIR-T	g	291	u	8	273	Wiess		pmagpy-4.1.5	9.32e-11	4.60e-13	1.65e-12	3.40e-13
7325B79:LP-DIR-T8	7325B79:LP-DIR-T	7325B79	    2.3	059.0	 20.9 	0	0	0.00	0.00	8	  643.0	This study	runcorn 2014-07-27 22:44:17	LT-T-Z:LP-DIR-T	g	292	u	8	273	Wiess		pmagpy-4.1.5	3.82e-11	9.00e-13	1.79e-12	2.00e-13
7325B79:LP-DIR-T9	7325B79:LP-DIR-T	7325B79	    0.7	058.2	 09.9 	0	0	0.00	0.00	9	  658.0	This study	runcorn 2014-07-28 10:32:00	LT-T-Z:LP-DIR-T	g	293	u	8	273	Wiess		pmagpy-4.1.5	8.82e-11	6.20e-13	1.83e-12	6.60e-13
7325B79:LP-DIR-T10	7325B79:LP-DIR-T	7325B79	    1.3	083.2	 25.7 	0	0	0.00	0.00	10	  673.0	This study	runcorn 2014-07-28 13:02:23	LT-T-Z:LP-DIR-T	g	294	u	8	273	Wiess		pmagpy-4.1.5	8.29e-11	1.66e-12	8.10e-13	7.40e-13
7325B79:LP-DIR-T11	7325B79:LP-DIR-T	7325B79	    0.7	044.5	 42.5 	0	0	0.00	0.00	11	  698.0	This study	runcorn 2014-07-28 17:03:00	LT-T-Z:LP-DIR-T	g	295	u	8	273	Wiess		pmagpy-4.1.5	8.05e-11	5.70e-13	9.40e-13	2.90e-13
7325B79:LP-DIR-T12	7325B79:LP-DIR-T	7325B79	    1.1	046.8	 27.9 	0	0	0.00	0.00	12	  723.0	This study	runcorn 2014-07-28 18:57:46	LT-T-Z:LP-DIR-T	g	296	u	8	273	Wiess		pmagpy-4.1.5	1.25e-10	2.23e-12	2.40e-12	5.70e-13
7325B79:LP-DIR-T13	7325B79:LP-DIR-T	7325B79	    0.4	035.0	 39.4 	0	0	0.00	0.00	13	  748.0	This study	runcorn 2014-07-29 11:03:16	LT-T-Z:LP-DIR-T	g	297	u	8	273	Wiess		pmagpy-4.1.5	1.54e-10	1.04e-12	1.15e-12	3.60e-13
7325B79:LP-DIR-T14	7325B79:LP-DIR-T	7325B79	    0.9	038.2	 43.8 	0	0	0.00	0.00	14	  773.0	This study	runcorn 2014-07-29 13:49:27	LT-T-Z:LP-DIR-T	g	298	u	8	273	Wiess		pmagpy-4.1.5	1.38e-10	2.19e-12	1.16e-12	5.20e-13
7325B79:LP-DIR-T15	7325B79:LP-DIR-T	7325B79	    0.6	041.0	 36.1 	0	0	0.00	0.00	15	  798.0	This study	runcorn 2014-07-29 17:52:21	LT-T-Z:LP-DIR-T	g	299	u	8	273	Wiess		pmagpy-4.1.5	1.41e-10	1.16e-12	1.35e-12	4.70e-13
7325B79:LP-DIR-T16	7325B79:LP-DIR-T	7325B79	    0.9	036.0	 45.9 	0	0	0.00	0.00	16	  823.0	This study	runcorn 2014-07-29 20:10:28	LT-T-Z:LP-DIR-T	g	300	u	8	273	Wiess		pmagpy-4.1.5	1.31e-10	1.00e-12	2.14e-12	7.80e-13
7325B79:LP-DIR-T17	7325B79:LP-DIR-T	7325B79	    1.2	055.8	 28.4 	0	0	0.00	0.00	17	  848.0	This study	runcorn 2014-07-29 21:49:47	LT-T-Z:LP-DIR-T	g	301	u	8	273	Wiess		pmagpy-4.1.5	1.44e-10	2.25e-12	2.22e-12	6.40e-13
7325B79:LP-DIR-T18	7325B79:LP-DIR-T	7325B79	    1.4	071.1	 50.4 	0	0	0.00	0.00	18	  873.0	This study	runcorn 2014-07-30 11:11:42	LT-T-Z:LP-DIR-T	g	302	u	8	273	Wiess		pmagpy-4.1.5	1.50e-10	2.72e-12	2.41e-12	6.60e-13
7325B79:LP-DIR-T19	7325B79:LP-DIR-T	7325B79	    1.2	093.4	-20.4 	0	0	0.00	0.00	19	  898.0	This study	runcorn 2014-07-30 13:02:08	LT-T-Z:LP-DIR-T	g	303	u	8	273	Wiess		pmagpy-4.1.5	1.58e-10	3.11e-12	1.73e-12	3.60e-13
7325B79:LP-DIR-T20	7325B79:LP-DIR-T	7325B79	    0.8	117.7	-45.0 	0	0	0.00	0.00	20	  923.0	This study	runcorn 2014-07-30 15:36:04	LT-T-Z:LP-DIR-T	g	304	u	8	273	Wiess		pmagpy-4.1.5	2.46e-10	3.51e-12	2.02e-12	2.00e-13
7325B79:LP-DIR-T21	7325B79:LP-DIR-T	7325B79	    1.3	062.3	-45.1 	0	0	0.00	0.00	21	  948.0	This study	runcorn 2014-07-30 18:54:44	LT-T-Z:LP-DIR-T	g	305	u	8	273	Wiess		pmagpy-4.1.5	2.01e-10	3.23e-12	3.90e-12	2.00e-13
7325B79:LP-DIR-T22	7325B79:LP-DIR-T	7325B79	    3.1	176.2	 53.4 	0	0	0.00	0.00	22	  973.0	This study	runcorn 2014-07-30 21:14:52	LT-T-Z:LP-DIR-T	g	306	u	8	273	Wiess		pmagpy-4.1.5	6.38e-11	2.00e-12	2.85e-12	6.30e-13
7325B79:LP-DIR-T23	7325B79:LP-DIR-T	7325B79	    1.7	076.2	-40.3 	0	0	0.00	0.00	23	 1023.0	This study	runcorn 2014-07-31 13:02:25	LT-T-Z:LP-DIR-T	g	307	u	8	273	Wiess		pmagpy-4.1.5	1.86e-10	4.70e-12	3.26e-12	1.64e-12
7325B79:LP-DIR-T24	7325B79:LP-DIR-T	7325B79	    1.1	239.3	 71.3 	0	0	0.00	0.00	24	 1073.0	This study	runcorn 2014-07-31 15:50:36	LT-T-Z:LP-DIR-T	g	308	u	8	273	Wiess		pmagpy-4.1.5	1.14e-10	2.08e-12	1.09e-12	9.90e-13
